RawInputStyle,gold_vendor_normalized,gold_category,amount,gold_tags
Equipment - invoice 1725,Oracle,Professional Services > Consulting,,Recurring
Electricity - invoice 3103,IBM,IT Services > Cloud Services,,"Subscription, Annual, One-time project"
Accommodation - invoice 7885,Schneider Electric,Travel & Entertainment > Accommodation,,"Ergonomic, Bulk order"
Equipment - invoice 3514,Wipro,IT Services > Software,,"Recurring, Subscription"
Accommodation - invoice 8359,Delta Airlines,Office Supplies > Furniture,,"Digital Strategy, Urgent, Consumables"
Software - invoice 4368,Google Cloud,Travel & Entertainment > Flights,,"Ergonomic, Consumables, Bulk order"
Advertising - invoice 7689,Oracle,Travel & Entertainment > Flights,,Upgrade
Cloud Services - invoice 8504,FedEx,IT Services > Cloud Services,,"Annual, Bulk order, Recurring"
Advertising - invoice 1510,Wipro,Professional Services > Consulting,,"Digital Strategy, Upgrade"
Consumables - invoice 3495,Microsoft,Maintenance & Repairs > Equipment,,"Consumables, Annual, Recurring"
Equipment - invoice 5490,Oracle,Travel & Entertainment > Flights,,"Subscription, Recurring"
Electricity - invoice 5075,Oracle,Maintenance & Repairs > Equipment,,"Urgent, Recurring"
Accommodation - invoice 9961,Google Cloud,Professional Services > Consulting,,Annual
Advertising - invoice 2872,Schneider Electric,IT Services > Cloud Services,,Subscription
Cloud Services - invoice 7984,Google Cloud,Travel & Entertainment > Flights,,"Recurring, Annual"
Accommodation - invoice 4787,IBM,Travel & Entertainment > Accommodation,,"Recurring, Bulk order, Consumables"
Electricity - invoice 4992,AWS,Utilities > Electricity,,"Annual, Subscription, One-time project"
Flights - invoice 4219,Google Cloud,Travel & Entertainment > Flights,,"Annual, Bulk order"
Electricity - invoice 6421,FedEx,IT Services > Software,,"Bulk order, Consumables"
Flights - invoice 1742,FedEx,IT Services > Cloud Services,,"Recurring, Urgent"
Equipment - invoice 3117,Staples,Office Supplies > Furniture,,"Upgrade, Subscription"
Flights - invoice 3437,AWS,Maintenance & Repairs > Equipment,,"Urgent, One-time project, Upgrade"
Software - invoice 7465,HP,Travel & Entertainment > Accommodation,,"Ergonomic, Upgrade, One-time project"
Cloud Services - invoice 9337,FedEx,Travel & Entertainment > Flights,,Urgent
Flights - invoice 1788,FedEx,Office Supplies > Consumables,,"Ergonomic, Subscription"
Consumables - invoice 4393,FedEx,Maintenance & Repairs > Equipment,,"Subscription, Upgrade"
Equipment - invoice 7892,Deloitte,Professional Services > Consulting,,Subscription
Consumables - invoice 5231,Schneider Electric,Office Supplies > Consumables,,"Bulk order, Recurring"
Cloud Services - invoice 8257,Siemens,Office Supplies > Furniture,,"One-time project, Upgrade"
Consulting - invoice 6311,IBM,Office Supplies > Consumables,,"Subscription, Recurring"
Flights - invoice 3833,Staples,Office Supplies > Furniture,,"Recurring, One-time project, Upgrade"
Accommodation - invoice 3639,FedEx,Travel & Entertainment > Accommodation,,"Bulk order, Upgrade, Consumables"
Electricity - invoice 5123,Accenture,Professional Services > Consulting,,"Consumables, Recurring, Annual"
Equipment - invoice 6780,Marriott,IT Services > Software,,"Subscription, Bulk order, One-time project"
Flights - invoice 4639,Delta Airlines,Utilities > Electricity,,"Bulk order, One-time project, Recurring"
Equipment - invoice 6418,Accenture,Travel & Entertainment > Flights,,"Ergonomic, Recurring, Subscription"
Electricity - invoice 8547,Accenture,IT Services > Software,,"Upgrade, Digital Strategy"
Consumables - invoice 6576,Microsoft,Office Supplies > Consumables,,"One-time project, Urgent, Bulk order"
Accommodation - invoice 6427,AWS,Travel & Entertainment > Flights,,Bulk order
Accommodation - invoice 8994,Delta Airlines,Professional Services > Consulting,,Bulk order
Advertising - invoice 3295,Schneider Electric,Maintenance & Repairs > Equipment,,"Urgent, Consumables"
Flights - invoice 6181,Schneider Electric,Professional Services > Consulting,,Annual
Cloud Services - invoice 7901,Google Cloud,Marketing > Advertising,,"Recurring, Bulk order"
Consumables - invoice 9475,Delta Airlines,Marketing > Advertising,,Annual
Furniture - invoice 5146,Microsoft,Travel & Entertainment > Accommodation,,"Consumables, One-time project, Recurring"
Furniture - invoice 1956,HP,Office Supplies > Furniture,,"Recurring, Ergonomic"
Furniture - invoice 8879,Microsoft,IT Services > Software,,"Ergonomic, Bulk order, Recurring"
Furniture - invoice 1214,Deloitte,Utilities > Electricity,,"Urgent, Upgrade, Annual"
Accommodation - invoice 9471,IBM,Professional Services > Consulting,,Urgent
Consulting - invoice 8676,Marriott,Utilities > Electricity,,"Consumables, Upgrade, Urgent"
Advertising - invoice 3676,Delta Airlines,Office Supplies > Furniture,,Annual
Consulting - invoice 4209,Schneider Electric,Utilities > Electricity,,"Ergonomic, One-time project"
Electricity - invoice 4093,HP,IT Services > Software,,"Annual, Subscription"
Cloud Services - invoice 6976,Oracle,Travel & Entertainment > Flights,,Consumables
Furniture - invoice 3969,AWS,IT Services > Cloud Services,,"One-time project, Consumables"
Consulting - invoice 6463,Staples,Travel & Entertainment > Accommodation,,"Digital Strategy, Ergonomic, Annual"
Software - invoice 4565,Schneider Electric,Travel & Entertainment > Flights,,"Ergonomic, Upgrade, Consumables"
Accommodation - invoice 1598,Schneider Electric,Utilities > Electricity,,Upgrade
Electricity - invoice 2641,Staples,Utilities > Electricity,,Subscription
Accommodation - invoice 8026,Deloitte,IT Services > Software,,Digital Strategy
Consumables - invoice 7849,Delta Airlines,Travel & Entertainment > Accommodation,,Ergonomic
Furniture - invoice 9694,Deloitte,Marketing > Advertising,,"Consumables, Bulk order"
Accommodation - invoice 5067,Staples,Office Supplies > Consumables,,"Bulk order, Subscription, Upgrade"
Flights - invoice 4711,Marriott,IT Services > Cloud Services,,"Upgrade, One-time project, Ergonomic"
Consumables - invoice 3991,IBM,IT Services > Cloud Services,,"Ergonomic, Digital Strategy, Bulk order"
Electricity - invoice 4572,Oracle,IT Services > Cloud Services,,Subscription
Furniture - invoice 7286,IBM,Office Supplies > Furniture,,"Subscription, Urgent, Consumables"
Cloud Services - invoice 3213,Wipro,Office Supplies > Furniture,,Subscription
Software - invoice 3803,IBM,Professional Services > Consulting,,"Urgent, One-time project"
Consumables - invoice 8467,IBM,Travel & Entertainment > Accommodation,,"Bulk order, Urgent"
Consulting - invoice 3080,Marriott,Travel & Entertainment > Accommodation,,"Recurring, Digital Strategy, Ergonomic"
Software - invoice 4495,HP,Office Supplies > Furniture,,"Subscription, Upgrade"
Furniture - invoice 2981,HP,Office Supplies > Consumables,,"Recurring, Upgrade"
Equipment - invoice 8431,Schneider Electric,Office Supplies > Consumables,,One-time project
Electricity - invoice 6647,Deloitte,Office Supplies > Consumables,,"One-time project, Urgent"
Advertising - invoice 2430,Wipro,Travel & Entertainment > Accommodation,,"Recurring, Digital Strategy, Upgrade"
Cloud Services - invoice 1000,Accenture,Professional Services > Consulting,,"Digital Strategy, Consumables, Recurring"
Software - invoice 3046,Accenture,IT Services > Cloud Services,,"Bulk order, Subscription, One-time project"
Electricity - invoice 5792,Schneider Electric,Office Supplies > Consumables,,"Ergonomic, Bulk order"
Consulting - invoice 7946,Deloitte,Travel & Entertainment > Flights,,"Digital Strategy, Recurring, Annual"
Cloud Services - invoice 1538,Siemens,Maintenance & Repairs > Equipment,,"Bulk order, Subscription, Upgrade"
Software - invoice 2332,Oracle,Travel & Entertainment > Flights,,"Upgrade, Recurring, Subscription"
Advertising - invoice 1953,IBM,Marketing > Advertising,,Digital Strategy
Flights - invoice 3813,Deloitte,IT Services > Cloud Services,,"Upgrade, Consumables"
Furniture - invoice 9422,Accenture,Travel & Entertainment > Accommodation,,"One-time project, Urgent, Consumables"
Cloud Services - invoice 4231,Microsoft,Maintenance & Repairs > Equipment,,Consumables
Flights - invoice 6839,Schneider Electric,IT Services > Software,,"Recurring, Subscription"
Equipment - invoice 8614,Microsoft,Travel & Entertainment > Accommodation,,"Ergonomic, Digital Strategy"
Electricity - invoice 7935,Accenture,Maintenance & Repairs > Equipment,,"Upgrade, Annual, One-time project"
Furniture - invoice 8252,Microsoft,Travel & Entertainment > Accommodation,,"Upgrade, Recurring"
Flights - invoice 2434,Siemens,Office Supplies > Consumables,,Ergonomic
Electricity - invoice 3760,Delta Airlines,Professional Services > Consulting,,Ergonomic
Cloud Services - invoice 4945,FedEx,Travel & Entertainment > Accommodation,,"Subscription, Recurring"
Accommodation - invoice 5597,Wipro,Professional Services > Consulting,,Digital Strategy
Cloud Services - invoice 1034,Oracle,Travel & Entertainment > Flights,,"Annual, Upgrade, Urgent"
Consumables - invoice 3538,Google Cloud,Utilities > Electricity,,"Upgrade, Subscription, Ergonomic"
Furniture - invoice 9958,Google Cloud,Marketing > Advertising,,"Ergonomic, Consumables, Recurring"
Accommodation - invoice 1016,Microsoft,IT Services > Software,,"Digital Strategy, Consumables, Annual"
Electricity - invoice 6096,Schneider Electric,Professional Services > Consulting,,Subscription
Consumables - invoice 2183,Accenture,Marketing > Advertising,,"One-time project, Recurring, Subscription"
Equipment - invoice 8749,Wipro,Professional Services > Consulting,,"Digital Strategy, Bulk order, Ergonomic"
Consumables - invoice 1147,Google Cloud,Office Supplies > Furniture,,"Urgent, Bulk order"
Advertising - invoice 9595,Accenture,Utilities > Electricity,,"Digital Strategy, Consumables"
Equipment - invoice 6005,Wipro,IT Services > Software,,Recurring
Software - invoice 9469,Marriott,Office Supplies > Consumables,,Ergonomic
Flights - invoice 7392,Google Cloud,Travel & Entertainment > Flights,,"One-time project, Recurring"
Consulting - invoice 6691,AWS,Office Supplies > Furniture,,"Subscription, Bulk order, Ergonomic"
Software - invoice 2764,Deloitte,Professional Services > Consulting,,Digital Strategy
Software - invoice 1098,HP,IT Services > Software,,"Ergonomic, Annual"
Accommodation - invoice 5989,Siemens,Utilities > Electricity,,Urgent
Advertising - invoice 2959,Accenture,Office Supplies > Consumables,,"Urgent, Ergonomic, Consumables"
Furniture - invoice 9031,Deloitte,Professional Services > Consulting,,"Recurring, Annual, Subscription"
Advertising - invoice 9936,HP,Maintenance & Repairs > Equipment,,"Recurring, Consumables"
Accommodation - invoice 6047,Deloitte,Marketing > Advertising,,"Annual, Recurring, Consumables"
Electricity - invoice 1176,Accenture,IT Services > Software,,"One-time project, Ergonomic, Recurring"
Electricity - invoice 8206,FedEx,Travel & Entertainment > Accommodation,,Urgent
Flights - invoice 8729,IBM,Marketing > Advertising,,"Upgrade, Bulk order"
Electricity - invoice 3301,Siemens,Marketing > Advertising,,"Digital Strategy, Ergonomic, Recurring"
Accommodation - invoice 2210,AWS,Maintenance & Repairs > Equipment,,Recurring
Flights - invoice 4970,AWS,Professional Services > Consulting,,"Upgrade, Subscription, Urgent"
Consulting - invoice 4898,Oracle,Travel & Entertainment > Flights,,"Digital Strategy, Bulk order, Subscription"
Furniture - invoice 4911,Wipro,Maintenance & Repairs > Equipment,,"Bulk order, One-time project"
Cloud Services - invoice 9581,Oracle,Utilities > Electricity,,"Subscription, Upgrade"
Electricity - invoice 8746,Oracle,IT Services > Software,,"Subscription, Urgent"
Accommodation - invoice 7027,FedEx,IT Services > Software,,Ergonomic
Advertising - invoice 9947,Schneider Electric,IT Services > Cloud Services,,"Ergonomic, Consumables"
Advertising - invoice 4727,AWS,Office Supplies > Consumables,,"Digital Strategy, Subscription"
Software - invoice 5775,Wipro,Travel & Entertainment > Flights,,"One-time project, Urgent"
Furniture - invoice 2951,Oracle,IT Services > Software,,"Recurring, Urgent"
Electricity - invoice 1489,Oracle,Professional Services > Consulting,,"Ergonomic, Annual, Digital Strategy"
Consulting - invoice 6949,Marriott,IT Services > Software,,Bulk order
Cloud Services - invoice 6423,Siemens,Office Supplies > Furniture,,"Urgent, Bulk order"
Consumables - invoice 3224,Wipro,IT Services > Software,,Consumables
Electricity - invoice 1324,Delta Airlines,Office Supplies > Consumables,,"Annual, Urgent"
Accommodation - invoice 1711,Microsoft,Professional Services > Consulting,,"Consumables, Upgrade"
Consumables - invoice 2959,Accenture,Professional Services > Consulting,,"Ergonomic, Recurring"
Cloud Services - invoice 5575,FedEx,Marketing > Advertising,,"One-time project, Ergonomic, Subscription"
Furniture - invoice 6934,Oracle,Maintenance & Repairs > Equipment,,"Annual, One-time project, Ergonomic"
Furniture - invoice 1402,IBM,IT Services > Software,,"Urgent, Upgrade, Bulk order"
Accommodation - invoice 6540,HP,Travel & Entertainment > Flights,,"Subscription, Recurring, Urgent"
Accommodation - invoice 4036,Marriott,IT Services > Software,,"Bulk order, Upgrade, Consumables"
Advertising - invoice 1131,HP,Office Supplies > Consumables,,"Upgrade, Subscription"
Consumables - invoice 7604,Deloitte,Professional Services > Consulting,,Upgrade
Consumables - invoice 6572,Wipro,Utilities > Electricity,,"Subscription, Ergonomic, Urgent"
Accommodation - invoice 5500,AWS,Professional Services > Consulting,,"Subscription, Recurring"
Advertising - invoice 4897,Marriott,Office Supplies > Consumables,,"Ergonomic, Consumables"
Flights - invoice 1281,Marriott,IT Services > Cloud Services,,One-time project
Accommodation - invoice 4582,Accenture,IT Services > Software,,"Annual, Ergonomic"
Consulting - invoice 5469,Schneider Electric,IT Services > Cloud Services,,One-time project
Flights - invoice 6773,Wipro,Office Supplies > Furniture,,"Urgent, Bulk order"
Consulting - invoice 7763,IBM,Travel & Entertainment > Accommodation,,"Urgent, Ergonomic"
Electricity - invoice 4969,IBM,Office Supplies > Consumables,,Urgent
Advertising - invoice 4119,Deloitte,Travel & Entertainment > Accommodation,,"Bulk order, Consumables, Digital Strategy"
Furniture - invoice 1669,Delta Airlines,Utilities > Electricity,,"One-time project, Ergonomic, Bulk order"
Software - invoice 8840,Marriott,Marketing > Advertising,,Urgent
Equipment - invoice 5817,IBM,Marketing > Advertising,,Consumables
Software - invoice 5332,Oracle,IT Services > Cloud Services,,"Upgrade, Recurring, Digital Strategy"
Equipment - invoice 4920,Wipro,IT Services > Software,,"Subscription, Upgrade, Bulk order"
Accommodation - invoice 8992,Siemens,Office Supplies > Furniture,,"Consumables, Upgrade, Annual"
Consumables - invoice 1024,AWS,Marketing > Advertising,,Recurring
Electricity - invoice 1949,Delta Airlines,Maintenance & Repairs > Equipment,,Bulk order
Advertising - invoice 2977,Oracle,IT Services > Software,,"Ergonomic, Bulk order, Annual"
Furniture - invoice 8102,Staples,Office Supplies > Consumables,,"Ergonomic, Annual"
Equipment - invoice 5597,Microsoft,Travel & Entertainment > Accommodation,,"Annual, Bulk order, One-time project"
Electricity - invoice 2705,HP,Travel & Entertainment > Accommodation,,"Annual, Bulk order, One-time project"
Electricity - invoice 4089,AWS,Utilities > Electricity,,"Subscription, Recurring, Upgrade"
Equipment - invoice 3863,Siemens,IT Services > Software,,Ergonomic
Software - invoice 8096,AWS,Office Supplies > Consumables,,"Urgent, Subscription"
Equipment - invoice 3806,Wipro,Marketing > Advertising,,"Consumables, Subscription, Urgent"
Software - invoice 8610,Accenture,Utilities > Electricity,,"Digital Strategy, Annual, Ergonomic"
Flights - invoice 8013,Microsoft,Travel & Entertainment > Flights,,"Subscription, Bulk order, Ergonomic"
Consumables - invoice 4961,Schneider Electric,IT Services > Cloud Services,,"Upgrade, Subscription"
Consumables - invoice 1655,Microsoft,Office Supplies > Consumables,,"Subscription, Consumables, Digital Strategy"
Flights - invoice 2653,Schneider Electric,Travel & Entertainment > Accommodation,,"Urgent, Upgrade"
Accommodation - invoice 1239,Delta Airlines,Marketing > Advertising,,"Urgent, Digital Strategy"
Accommodation - invoice 2312,Delta Airlines,Travel & Entertainment > Accommodation,,"Bulk order, Urgent"
Accommodation - invoice 7264,AWS,Marketing > Advertising,,Annual
Cloud Services - invoice 5564,IBM,Office Supplies > Consumables,,"Upgrade, Ergonomic"
Consumables - invoice 7433,Marriott,Marketing > Advertising,,"Subscription, Urgent"
Consulting - invoice 5450,Google Cloud,Office Supplies > Furniture,,"Urgent, Digital Strategy"
Consumables - invoice 8151,Wipro,Travel & Entertainment > Accommodation,,Bulk order
Cloud Services - invoice 6529,Wipro,IT Services > Software,,"Ergonomic, Urgent"
Consulting - invoice 4484,Microsoft,Marketing > Advertising,,"Recurring, Bulk order"
Electricity - invoice 3554,AWS,Office Supplies > Consumables,,Digital Strategy
Software - invoice 6361,Schneider Electric,Office Supplies > Furniture,,"Consumables, Annual, Bulk order"
Software - invoice 5420,IBM,Travel & Entertainment > Accommodation,,Consumables
Accommodation - invoice 9064,Accenture,Office Supplies > Furniture,,"Subscription, Consumables, Urgent"
Cloud Services - invoice 6146,Delta Airlines,Travel & Entertainment > Flights,,Bulk order
Cloud Services - invoice 3567,Accenture,Utilities > Electricity,,"Digital Strategy, Annual"
Equipment - invoice 2484,FedEx,Travel & Entertainment > Flights,,"Subscription, Recurring, Consumables"
Equipment - invoice 7298,FedEx,IT Services > Cloud Services,,Urgent
Consulting - invoice 5945,Marriott,Office Supplies > Furniture,,"Annual, Digital Strategy, Upgrade"
Cloud Services - invoice 9368,Delta Airlines,Office Supplies > Furniture,,"Recurring, Consumables, Annual"
Accommodation - invoice 2369,Google Cloud,Utilities > Electricity,,"Consumables, Upgrade, Digital Strategy"
Flights - invoice 7194,FedEx,Office Supplies > Furniture,,"Urgent, Consumables, Upgrade"
Flights - invoice 1843,Oracle,Marketing > Advertising,,"Consumables, Ergonomic, One-time project"
Flights - invoice 2058,FedEx,Office Supplies > Consumables,,"Upgrade, Bulk order, Digital Strategy"
Equipment - invoice 7301,Google Cloud,Professional Services > Consulting,,"Urgent, Recurring, Bulk order"
Flights - invoice 1112,FedEx,Utilities > Electricity,,Annual
Software - invoice 3410,Siemens,IT Services > Software,,"Annual, Upgrade"
Consumables - invoice 3454,AWS,Travel & Entertainment > Flights,,Recurring
Flights - invoice 8866,Google Cloud,Professional Services > Consulting,,"Ergonomic, Recurring, Upgrade"
Furniture - invoice 1122,Delta Airlines,Marketing > Advertising,,"Digital Strategy, Urgent"
Accommodation - invoice 9222,Accenture,Travel & Entertainment > Flights,,"One-time project, Annual"
Equipment - invoice 5865,Wipro,IT Services > Cloud Services,,"Annual, Urgent, Upgrade"
Advertising - invoice 4577,Schneider Electric,Maintenance & Repairs > Equipment,,"Ergonomic, Digital Strategy"
Accommodation - invoice 9759,Microsoft,Professional Services > Consulting,,"Urgent, Digital Strategy"
Electricity - invoice 6399,Wipro,Office Supplies > Furniture,,Annual
Flights - invoice 5748,Marriott,IT Services > Cloud Services,,Upgrade
Consulting - invoice 8068,Deloitte,IT Services > Cloud Services,,"Subscription, Annual"
Accommodation - invoice 4530,HP,IT Services > Software,,"Subscription, One-time project"
Advertising - invoice 3460,Siemens,Office Supplies > Consumables,,"Subscription, Annual, Consumables"
Accommodation - invoice 3999,Staples,Travel & Entertainment > Accommodation,,Ergonomic
Consumables - invoice 2555,Accenture,Professional Services > Consulting,,"Recurring, Bulk order, Digital Strategy"
Advertising - invoice 6486,Delta Airlines,Travel & Entertainment > Flights,,"Consumables, Annual"
Consulting - invoice 9918,Siemens,Travel & Entertainment > Flights,,"Consumables, One-time project"
Software - invoice 3725,Siemens,Utilities > Electricity,,"Recurring, Consumables, Urgent"
Consumables - invoice 8491,Accenture,Travel & Entertainment > Accommodation,,"Upgrade, Urgent"
Consumables - invoice 9721,Siemens,Maintenance & Repairs > Equipment,,"Urgent, Subscription, Bulk order"
Electricity - invoice 6030,Google Cloud,IT Services > Cloud Services,,"One-time project, Recurring, Bulk order"
Software - invoice 4689,Marriott,IT Services > Software,,"Annual, Consumables, Urgent"
Cloud Services - invoice 2621,Microsoft,Maintenance & Repairs > Equipment,,"Digital Strategy, Subscription"
Equipment - invoice 8847,Schneider Electric,IT Services > Cloud Services,,"Digital Strategy, Upgrade"
Furniture - invoice 3005,FedEx,Office Supplies > Consumables,,"Urgent, Upgrade, Subscription"
Cloud Services - invoice 5920,Schneider Electric,Marketing > Advertising,,"Consumables, Recurring"
Equipment - invoice 7557,AWS,IT Services > Software,,Bulk order
Advertising - invoice 9480,Marriott,Office Supplies > Furniture,,Annual
Consumables - invoice 1451,Wipro,Office Supplies > Furniture,,Recurring
Software - invoice 6771,FedEx,Travel & Entertainment > Accommodation,,Bulk order
Software - invoice 2572,Delta Airlines,Travel & Entertainment > Flights,,"Digital Strategy, Upgrade"
Advertising - invoice 8600,Accenture,Office Supplies > Consumables,,"One-time project, Urgent, Upgrade"
Electricity - invoice 8464,Marriott,Travel & Entertainment > Accommodation,,Digital Strategy
Accommodation - invoice 4424,IBM,Maintenance & Repairs > Equipment,,Urgent
Electricity - invoice 3435,Oracle,Office Supplies > Furniture,,Upgrade
Cloud Services - invoice 3400,Accenture,Office Supplies > Consumables,,Bulk order
Consulting - invoice 7590,Siemens,Professional Services > Consulting,,"Upgrade, Ergonomic"
Consulting - invoice 4034,Microsoft,Office Supplies > Furniture,,"Digital Strategy, Urgent"
Electricity - invoice 2256,Microsoft,IT Services > Software,,Bulk order
Accommodation - invoice 5346,Microsoft,IT Services > Software,,Annual
Consulting - invoice 3034,Deloitte,Professional Services > Consulting,,"Subscription, Urgent, Annual"
Equipment - invoice 4514,HP,Travel & Entertainment > Flights,,Urgent
Electricity - invoice 2336,Delta Airlines,Office Supplies > Furniture,,"Annual, Digital Strategy"
Cloud Services - invoice 4558,AWS,IT Services > Cloud Services,,"Annual, Digital Strategy"
Furniture - invoice 9758,Accenture,Office Supplies > Consumables,,"Bulk order, Recurring"
Consulting - invoice 7869,Marriott,Travel & Entertainment > Flights,,Digital Strategy
Accommodation - invoice 3063,Schneider Electric,Travel & Entertainment > Flights,,"Subscription, Consumables, Annual"
Cloud Services - invoice 3408,Siemens,Travel & Entertainment > Accommodation,,"Digital Strategy, Recurring"
Accommodation - invoice 3228,Staples,Travel & Entertainment > Accommodation,,"Annual, Digital Strategy, Upgrade"
Flights - invoice 7496,Deloitte,Travel & Entertainment > Accommodation,,"Consumables, Annual, One-time project"
Electricity - invoice 9910,Microsoft,IT Services > Software,,"Urgent, Recurring, Consumables"
Flights - invoice 1455,Staples,Professional Services > Consulting,,"Bulk order, One-time project, Upgrade"
Furniture - invoice 8899,Delta Airlines,IT Services > Cloud Services,,Upgrade
Flights - invoice 9604,Marriott,Maintenance & Repairs > Equipment,,Recurring
Electricity - invoice 5409,Oracle,Utilities > Electricity,,"Recurring, Urgent"
Furniture - invoice 6502,Google Cloud,Utilities > Electricity,,"Upgrade, Consumables, Subscription"
Accommodation - invoice 2084,Staples,Travel & Entertainment > Flights,,"Upgrade, Ergonomic"
Electricity - invoice 7718,Siemens,IT Services > Cloud Services,,"Subscription, Consumables, Ergonomic"
Accommodation - invoice 8077,Oracle,IT Services > Cloud Services,,"One-time project, Upgrade"
Advertising - invoice 6757,IBM,Professional Services > Consulting,,Upgrade
Advertising - invoice 1516,Google Cloud,Marketing > Advertising,,Urgent
Consulting - invoice 5948,Google Cloud,Travel & Entertainment > Flights,,"Subscription, Recurring, Upgrade"
Software - invoice 4990,Delta Airlines,IT Services > Software,,"Consumables, Subscription"
Flights - invoice 4648,Delta Airlines,Office Supplies > Consumables,,"Bulk order, Urgent"
Electricity - invoice 9860,Accenture,Maintenance & Repairs > Equipment,,"Upgrade, Subscription"
Electricity - invoice 4892,Google Cloud,Maintenance & Repairs > Equipment,,"Annual, Bulk order"
Equipment - invoice 2755,HP,Travel & Entertainment > Accommodation,,Ergonomic
Flights - invoice 1076,Schneider Electric,Travel & Entertainment > Accommodation,,"Recurring, Ergonomic, Upgrade"
Electricity - invoice 6174,Oracle,Professional Services > Consulting,,"Annual, Digital Strategy, Bulk order"
Consulting - invoice 6485,HP,Marketing > Advertising,,"One-time project, Recurring, Urgent"
Advertising - invoice 8513,Marriott,Marketing > Advertising,,One-time project
Consulting - invoice 6459,AWS,Professional Services > Consulting,,Ergonomic
Electricity - invoice 7461,HP,Marketing > Advertising,,"Bulk order, Ergonomic"
Advertising - invoice 6275,IBM,Utilities > Electricity,,"Digital Strategy, Ergonomic, Consumables"
Electricity - invoice 3377,Schneider Electric,Professional Services > Consulting,,Consumables
Cloud Services - invoice 3288,Deloitte,Office Supplies > Furniture,,"One-time project, Upgrade"
Software - invoice 8051,Wipro,Marketing > Advertising,,"Consumables, Upgrade"
Flights - invoice 8652,Delta Airlines,IT Services > Cloud Services,,"One-time project, Ergonomic"
Equipment - invoice 6898,Accenture,Office Supplies > Consumables,,Ergonomic
Advertising - invoice 4057,Google Cloud,IT Services > Software,,"Urgent, Ergonomic, Upgrade"
Consumables - invoice 1464,IBM,Travel & Entertainment > Flights,,Consumables
Flights - invoice 9336,Marriott,Office Supplies > Furniture,,"Recurring, One-time project, Digital Strategy"
Furniture - invoice 1362,FedEx,IT Services > Cloud Services,,"Urgent, Ergonomic"
Software - invoice 8799,Microsoft,Travel & Entertainment > Flights,,"Subscription, Annual"
Electricity - invoice 8868,Oracle,Professional Services > Consulting,,"Consumables, Ergonomic"
Equipment - invoice 5040,Deloitte,IT Services > Cloud Services,,Upgrade
Equipment - invoice 7915,Staples,Office Supplies > Consumables,,"Upgrade, Ergonomic, Annual"
Advertising - invoice 2980,Deloitte,IT Services > Cloud Services,,Urgent
Equipment - invoice 4070,Siemens,Marketing > Advertising,,Urgent
Equipment - invoice 3109,Marriott,Travel & Entertainment > Flights,,Digital Strategy
Cloud Services - invoice 8090,FedEx,Travel & Entertainment > Flights,,Annual
Consulting - invoice 9313,Schneider Electric,Maintenance & Repairs > Equipment,,One-time project
Cloud Services - invoice 8875,IBM,IT Services > Cloud Services,,Subscription
Flights - invoice 9030,Oracle,Marketing > Advertising,,Urgent
Furniture - invoice 5169,AWS,Office Supplies > Furniture,,"Bulk order, Recurring, Subscription"
Consulting - invoice 1544,Google Cloud,Professional Services > Consulting,,"Recurring, Consumables, Ergonomic"
Furniture - invoice 3101,Oracle,Travel & Entertainment > Flights,,"Recurring, Bulk order, Ergonomic"
Equipment - invoice 5212,Oracle,Maintenance & Repairs > Equipment,,"Subscription, One-time project, Consumables"
Electricity - invoice 9198,Staples,Office Supplies > Furniture,,"Urgent, Consumables, One-time project"
Equipment - invoice 9873,Siemens,Travel & Entertainment > Flights,,"Urgent, Subscription"
Flights - invoice 1682,Schneider Electric,IT Services > Software,,"Digital Strategy, One-time project"
Software - invoice 4049,Schneider Electric,Travel & Entertainment > Flights,,Bulk order
Consumables - invoice 7306,HP,Travel & Entertainment > Flights,,"Upgrade, Bulk order"
Accommodation - invoice 4917,Oracle,Office Supplies > Consumables,,"Urgent, One-time project"
Advertising - invoice 8865,Siemens,Marketing > Advertising,,"Recurring, Ergonomic"
Consulting - invoice 8447,Accenture,Office Supplies > Consumables,,"Urgent, Recurring"
Flights - invoice 2488,Schneider Electric,Travel & Entertainment > Accommodation,,"Bulk order, Annual, Urgent"
Furniture - invoice 7603,FedEx,Marketing > Advertising,,"Consumables, One-time project"
Equipment - invoice 8235,Oracle,IT Services > Cloud Services,,Annual
Furniture - invoice 3353,Microsoft,Utilities > Electricity,,Annual
Cloud Services - invoice 8759,FedEx,Office Supplies > Furniture,,Digital Strategy
Advertising - invoice 6233,FedEx,Office Supplies > Furniture,,Bulk order
Furniture - invoice 5801,AWS,Utilities > Electricity,,"Urgent, One-time project"
Furniture - invoice 5850,Google Cloud,Professional Services > Consulting,,"Annual, Ergonomic, Urgent"
Accommodation - invoice 4975,Schneider Electric,IT Services > Cloud Services,,"Ergonomic, Urgent, Digital Strategy"
Flights - invoice 2490,Delta Airlines,Maintenance & Repairs > Equipment,,"Subscription, Urgent"
Consumables - invoice 7827,Staples,Maintenance & Repairs > Equipment,,"Urgent, Recurring"
Software - invoice 3511,Accenture,Maintenance & Repairs > Equipment,,"One-time project, Upgrade"
Electricity - invoice 5518,Marriott,Travel & Entertainment > Accommodation,,Urgent
Software - invoice 1557,Delta Airlines,IT Services > Cloud Services,,Urgent
Electricity - invoice 9701,HP,Marketing > Advertising,,"Ergonomic, Consumables"
Software - invoice 2305,Marriott,IT Services > Software,,"Subscription, Consumables, Annual"
